num	date	dow	value
711	2026-07-12	日曜日	0.28
712	2026-07-13	月曜日	0.48
713	2026-07-14	火曜日	0.27
714	2026-07-15	水曜日	0.62
715	2026-07-16	木曜日	0.33
716	2026-07-17	金曜日	0.69
717	2026-07-18	土曜日	0.55
718	2026-07-19	日曜日	0.46
719	2026-07-20	月曜日	0.52
720	2026-07-21	火曜日	0.67
721	2026-07-22	水曜日	0.46
722	2026-07-23	木曜日	0.72
723	2026-07-24	金曜日	0.37
724	2026-07-25	土曜日	0.65
725	2026-07-26	日曜日	0.54
726	2026-07-27	月曜日	0.72
727	2026-07-28	火曜日	0.30
728	2026-07-29	水曜日	0.36
729	2026-07-30	木曜日	0.70
730	2026-07-31	金曜日	0.51
731	2026-08-01	土曜日	0.40
732	2026-08-02	日曜日	0.76
733	2026-08-03	月曜日	0.65
734	2026-08-04	火曜日	0.32
735	2026-08-05	水曜日	0.65
736	2026-08-06	木曜日	0.26
737	2026-08-07	金曜日	0.48
738	2026-08-08	土曜日	0.55
739	2026-08-09	日曜日	0.28
740	2026-08-10	月曜日	0.25
741	2026-08-11	火曜日	0.31
742	2026-08-12	水曜日	0.42
743	2026-08-13	木曜日	0.49
744	2026-08-14	金曜日	0.59
745	2026-08-15	土曜日	0.53
746	2026-08-16	日曜日	0.75
747	2026-08-17	月曜日	0.67
748	2026-08-18	火曜日	0.39
749	2026-08-19	水曜日	0.68
750	2026-08-20	木曜日	0.29
751	2026-08-21	金曜日	0.43
752	2026-08-22	土曜日	0.34
753	2026-08-23	日曜日	0.68
754	2026-08-24	月曜日	0.70
755	2026-08-25	火曜日	0.57
756	2026-08-26	水曜日	0.55
757	2026-08-27	木曜日	0.25
758	2026-08-28	金曜日	0.38
759	2026-08-29	土曜日	0.38
760	2026-08-30	日曜日	0.71
761	2026-08-31	月曜日	0.31
762	2026-09-01	火曜日	0.54
763	2026-09-02	水曜日	0.53
764	2026-09-03	木曜日	0.61
765	2026-09-04	金曜日	0.45
766	2026-09-05	土曜日	0.76
767	2026-09-06	日曜日	0.45
768	2026-09-07	月曜日	0.61
769	2026-09-08	火曜日	0.60
770	2026-09-09	水曜日	0.55
771	2026-09-10	木曜日	0.64
772	2026-09-11	金曜日	0.56
773	2026-09-12	土曜日	0.25
774	2026-09-13	日曜日	0.69
775	2026-09-14	月曜日	0.54
776	2026-09-15	火曜日	0.32
777	2026-09-16	水曜日	0.58
778	2026-09-17	木曜日	0.72
779	2026-09-18	金曜日	0.57
780	2026-09-19	土曜日	0.55
781	2026-09-20	日曜日	0.66
782	2026-09-21	月曜日	0.53
783	2026-09-22	火曜日	0.42
784	2026-09-23	水曜日	0.39
785	2026-09-24	木曜日	0.66
786	2026-09-25	金曜日	0.64
787	2026-09-26	土曜日	0.29
788	2026-09-27	日曜日	0.35
789	2026-09-28	月曜日	0.35
790	2026-09-29	火曜日	0.69
791	2026-09-30	水曜日	0.48
792	2026-10-01	木曜日	0.75
793	2026-10-02	金曜日	0.29
794	2026-10-03	土曜日	0.54
795	2026-10-04	日曜日	0.43
796	2026-10-05	月曜日	0.34
797	2026-10-06	火曜日	0.34
798	2026-10-07	水曜日	0.64
799	2026-10-08	木曜日	0.66
800	2026-10-09	金曜日	0.35
801	2026-10-10	土曜日	0.36
802	2026-10-11	日曜日	0.55
803	2026-10-12	月曜日	0.39
804	2026-10-13	火曜日	0.26
805	2026-10-14	水曜日	0.32
806	2026-10-15	木曜日	0.48
807	2026-10-16	金曜日	0.27
808	2026-10-17	土曜日	0.36
809	2026-10-18	日曜日	0.59
810	2026-10-19	月曜日	0.74
811	2026-10-20	火曜日	0.39
812	2026-10-21	水曜日	0.43
813	2026-10-22	木曜日	0.61
814	2026-10-23	金曜日	0.74
815	2026-10-24	土曜日	0.64
816	2026-10-25	日曜日	0.62
817	2026-10-26	月曜日	0.33
818	2026-10-27	火曜日	0.56
819	2026-10-28	水曜日	0.37
820	2026-10-29	木曜日	0.53
821	2026-10-30	金曜日	0.46
822	2026-10-31	土曜日	0.52
823	2026-11-01	日曜日	0.53
824	2026-11-02	月曜日	0.31
825	2026-11-03	火曜日	0.74
826	2026-11-04	水曜日	0.49
827	2026-11-05	木曜日	0.64
828	2026-11-06	金曜日	0.43
829	2026-11-07	土曜日	0.54
830	2026-11-08	日曜日	0.58
831	2026-11-09	月曜日	0.32
832	2026-11-10	火曜日	0.41
833	2026-11-11	水曜日	0.34
834	2026-11-12	木曜日	0.67
835	2026-11-13	金曜日	0.25
836	2026-11-14	土曜日	0.37
837	2026-11-15	日曜日	0.70
838	2026-11-16	月曜日	0.44
839	2026-11-17	火曜日	0.73
840	2026-11-18	水曜日	0.54
841	2026-11-19	木曜日	0.53
842	2026-11-20	金曜日	0.44
843	2026-11-21	土曜日	0.57
844	2026-11-22	日曜日	0.55
845	2026-11-23	月曜日	0.68
846	2026-11-24	火曜日	0.24
847	2026-11-25	水曜日	0.75
848	2026-11-26	木曜日	0.55
849	2026-11-27	金曜日	0.34
850	2026-11-28	土曜日	0.60
851	2026-11-29	日曜日	0.36
852	2026-11-30	月曜日	0.26
853	2026-12-01	火曜日	0.61
854	2026-12-02	水曜日	0.64
855	2026-12-03	木曜日	0.63
856	2026-12-04	金曜日	0.58
857	2026-12-05	土曜日	0.25
858	2026-12-06	日曜日	0.44
859	2026-12-07	月曜日	0.68
860	2026-12-08	火曜日	0.68
861	2026-12-09	水曜日	0.49
862	2026-12-10	木曜日	0.72
863	2026-12-11	金曜日	0.39
864	2026-12-12	土曜日	0.70
865	2026-12-13	日曜日	0.40
866	2026-12-14	月曜日	0.33
867	2026-12-15	火曜日	0.74
868	2026-12-16	水曜日	0.27
869	2026-12-17	木曜日	0.25
870	2026-12-18	金曜日	0.56
871	2026-12-19	土曜日	0.59
872	2026-12-20	日曜日	0.58
873	2026-12-21	月曜日	0.58
874	2026-12-22	火曜日	0.26
875	2026-12-23	水曜日	0.29
876	2026-12-24	木曜日	0.54
877	2026-12-25	金曜日	0.46
878	2026-12-26	土曜日	0.37
879	2026-12-27	日曜日	0.47
880	2026-12-28	月曜日	0.53
881	2026-12-29	火曜日	0.44
882	2026-12-30	水曜日	0.74
883	2026-12-31	木曜日	0.33
884	2027-01-01	金曜日	0.52
885	2027-01-02	土曜日	0.59
886	2027-01-03	日曜日	0.69
887	2027-01-04	月曜日	0.36
888	2027-01-05	火曜日	0.37
889	2027-01-06	水曜日	0.70
890	2027-01-07	木曜日	0.60
891	2027-01-08	金曜日	0.65
892	2027-01-09	土曜日	0.26
893	2027-01-10	日曜日	0.37
894	2027-01-11	月曜日	0.46
895	2027-01-12	火曜日	0.46
896	2027-01-13	水曜日	0.35
897	2027-01-14	木曜日	0.71
898	2027-01-15	金曜日	0.57
899	2027-01-16	土曜日	0.69
900	2027-01-17	日曜日	0.49
901	2027-01-18	月曜日	0.49
902	2027-01-19	火曜日	0.47
903	2027-01-20	水曜日	0.58
904	2027-01-21	木曜日	0.39
905	2027-01-22	金曜日	0.61
906	2027-01-23	土曜日	0.59
907	2027-01-24	日曜日	0.57
908	2027-01-25	月曜日	0.38
909	2027-01-26	火曜日	0.29
910	2027-01-27	水曜日	0.74
911	2027-01-28	木曜日	0.56
912	2027-01-29	金曜日	0.52
913	2027-01-30	土曜日	0.69
914	2027-01-31	日曜日	0.74
915	2027-02-01	月曜日	0.41
916	2027-02-02	火曜日	0.42
917	2027-02-03	水曜日	0.65
918	2027-02-04	木曜日	0.32
919	2027-02-05	金曜日	0.30
920	2027-02-06	土曜日	0.29
921	2027-02-07	日曜日	0.57
922	2027-02-08	月曜日	0.66
923	2027-02-09	火曜日	0.74
924	2027-02-10	水曜日	0.35
925	2027-02-11	木曜日	0.48
926	2027-02-12	金曜日	0.35
927	2027-02-13	土曜日	0.72
928	2027-02-14	日曜日	0.55
929	2027-02-15	月曜日	0.66
930	2027-02-16	火曜日	0.55
931	2027-02-17	水曜日	0.28
932	2027-02-18	木曜日	0.44
933	2027-02-19	金曜日	0.69
934	2027-02-20	土曜日	0.36
935	2027-02-21	日曜日	0.71
936	2027-02-22	月曜日	0.36
937	2027-02-23	火曜日	0.43
938	2027-02-24	水曜日	0.70
939	2027-02-25	木曜日	0.46
940	2027-02-26	金曜日	0.54
941	2027-02-27	土曜日	0.57
942	2027-02-28	日曜日	0.48
943	2027-03-01	月曜日	0.26
944	2027-03-02	火曜日	0.32
945	2027-03-03	水曜日	0.55
946	2027-03-04	木曜日	0.63
947	2027-03-05	金曜日	0.59
948	2027-03-06	土曜日	0.26
949	2027-03-07	日曜日	0.35
950	2027-03-08	月曜日	0.47
951	2027-03-09	火曜日	0.57
952	2027-03-10	水曜日	0.75
953	2027-03-11	木曜日	0.37
954	2027-03-12	金曜日	0.44
955	2027-03-13	土曜日	0.70
956	2027-03-14	日曜日	0.54
957	2027-03-15	月曜日	0.55
958	2027-03-16	火曜日	0.44
959	2027-03-17	水曜日	0.46
960	2027-03-18	木曜日	0.36
961	2027-03-19	金曜日	0.76
962	2027-03-20	土曜日	0.57
963	2027-03-21	日曜日	0.53
964	2027-03-22	月曜日	0.73
965	2027-03-23	火曜日	0.37
966	2027-03-24	水曜日	0.53
967	2027-03-25	木曜日	0.44
968	2027-03-26	金曜日	0.59
969	2027-03-27	土曜日	0.62
970	2027-03-28	日曜日	0.58
971	2027-03-29	月曜日	0.40
972	2027-03-30	火曜日	0.56
973	2027-03-31	水曜日	0.56
974	2027-04-01	木曜日	0.55
975	2027-04-02	金曜日	0.66
976	2027-04-03	土曜日	0.41
977	2027-04-04	日曜日	0.25
978	2027-04-05	月曜日	0.65
979	2027-04-06	火曜日	0.27
980	2027-04-07	水曜日	0.60
981	2027-04-08	木曜日	0.53
982	2027-04-09	金曜日	0.52
983	2027-04-10	土曜日	0.30
984	2027-04-11	日曜日	0.69
985	2027-04-12	月曜日	0.57
986	2027-04-13	火曜日	0.60
987	2027-04-14	水曜日	0.40
988	2027-04-15	木曜日	0.72
989	2027-04-16	金曜日	0.64
990	2027-04-17	土曜日	0.41
991	2027-04-18	日曜日	0.44
992	2027-04-19	月曜日	0.49
993	2027-04-20	火曜日	0.25
994	2027-04-21	水曜日	0.45
995	2027-04-22	木曜日	0.37
996	2027-04-23	金曜日	0.34
997	2027-04-24	土曜日	0.74
998	2027-04-25	日曜日	0.66
999	2027-04-26	月曜日	0.38
1000	2027-04-27	火曜日	0.57
1001	2027-04-28	水曜日	0.51
1002	2027-04-29	木曜日	0.48
1003	2027-04-30	金曜日	0.30
1004	2027-05-01	土曜日	0.34
1005	2027-05-02	日曜日	0.37
1006	2027-05-03	月曜日	0.28
1007	2027-05-04	火曜日	0.30
1008	2027-05-05	水曜日	0.65
1009	2027-05-06	木曜日	0.44
1010	2027-05-07	金曜日	0.51
1011	2027-05-08	土曜日	0.61
1012	2027-05-09	日曜日	0.26
1013	2027-05-10	月曜日	0.41
1014	2027-05-11	火曜日	0.25
1015	2027-05-12	水曜日	0.48
1016	2027-05-13	木曜日	0.38
1017	2027-05-14	金曜日	0.44
1018	2027-05-15	土曜日	0.56
1019	2027-05-16	日曜日	0.45
1020	2027-05-17	月曜日	0.26
1021	2027-05-18	火曜日	0.27
1022	2027-05-19	水曜日	0.44
1023	2027-05-20	木曜日	0.61
1024	2027-05-21	金曜日	0.30
1025	2027-05-22	土曜日	0.34
1026	2027-05-23	日曜日	0.71
1027	2027-05-24	月曜日	0.30
1028	2027-05-25	火曜日	0.55
1029	2027-05-26	水曜日	0.41
1030	2027-05-27	木曜日	0.37
1031	2027-05-28	金曜日	0.72
1032	2027-05-29	土曜日	0.37
1033	2027-05-30	日曜日	0.26
1034	2027-05-31	月曜日	0.40
1035	2027-06-01	火曜日	0.58
1036	2027-06-02	水曜日	0.27
1037	2027-06-03	木曜日	0.56
1038	2027-06-04	金曜日	0.52
1039	2027-06-05	土曜日	0.57
1040	2027-06-06	日曜日	0.41
1041	2027-06-07	月曜日	0.63
1042	2027-06-08	火曜日	0.48
1043	2027-06-09	水曜日	0.52
1044	2027-06-10	木曜日	0.61
1045	2027-06-11	金曜日	0.58
1046	2027-06-12	土曜日	0.62
1047	2027-06-13	日曜日	0.53
1048	2027-06-14	月曜日	0.28
1049	2027-06-15	火曜日	0.44
1050	2027-06-16	水曜日	0.39
1051	2027-06-17	木曜日	0.66
1052	2027-06-18	金曜日	0.46
1053	2027-06-19	土曜日	0.29
1054	2027-06-20	日曜日	0.73
1055	2027-06-21	月曜日	0.39
1056	2027-06-22	火曜日	0.52
1057	2027-06-23	水曜日	0.28
1058	2027-06-24	木曜日	0.65
1059	2027-06-25	金曜日	0.63
1060	2027-06-26	土曜日	0.45
1061	2027-06-27	日曜日	0.45
1062	2027-06-28	月曜日	0.73
1063	2027-06-29	火曜日	0.47
1064	2027-06-30	水曜日	0.36
1065	2027-07-01	木曜日	0.46
1066	2027-07-02	金曜日	0.66
1067	2027-07-03	土曜日	0.39
1068	2027-07-04	日曜日	0.53
1069	2027-07-05	月曜日	0.36
1070	2027-07-06	火曜日	0.69
1071	2027-07-07	水曜日	0.52
1072	2027-07-08	木曜日	0.63
1073	2027-07-09	金曜日	0.37
1074	2027-07-10	土曜日	0.29
1075	2027-07-11	日曜日	0.43
1076	2027-07-12	月曜日	0.32
1077	2027-07-13	火曜日	0.75
1078	2027-07-14	水曜日	0.26
1079	2027-07-15	木曜日	0.75
1080	2027-07-16	金曜日	0.54
1081	2027-07-17	土曜日	0.38
1082	2027-07-18	日曜日	0.49
1083	2027-07-19	月曜日	0.48
1084	2027-07-20	火曜日	0.43
1085	2027-07-21	水曜日	0.41
1086	2027-07-22	木曜日	0.75
1087	2027-07-23	金曜日	0.75
1088	2027-07-24	土曜日	0.57
1089	2027-07-25	日曜日	0.74
1090	2027-07-26	月曜日	0.34
1091	2027-07-27	火曜日	0.73
1092	2027-07-28	水曜日	0.33
1093	2027-07-29	木曜日	0.32
1094	2027-07-30	金曜日	0.65
1095	2027-07-31	土曜日	0.62
1096	2027-08-01	日曜日	0.49
1097	2027-08-02	月曜日	0.47
1098	2027-08-03	火曜日	0.61
1099	2027-08-04	水曜日	0.36
1100	2027-08-05	木曜日	0.58
1101	2027-08-06	金曜日	0.58
1102	2027-08-07	土曜日	0.61
1103	2027-08-08	日曜日	0.70
1104	2027-08-09	月曜日	0.44
1105	2027-08-10	火曜日	0.35
1106	2027-08-11	水曜日	0.32
1107	2027-08-12	木曜日	0.41
1108	2027-08-13	金曜日	0.34
1109	2027-08-14	土曜日	0.59
1110	2027-08-15	日曜日	0.38
1111	2027-08-16	月曜日	0.64
1112	2027-08-17	火曜日	0.28
1113	2027-08-18	水曜日	0.57
1114	2027-08-19	木曜日	0.52
1115	2027-08-20	金曜日	0.47
1116	2027-08-21	土曜日	0.25
1117	2027-08-22	日曜日	0.54
1118	2027-08-23	月曜日	0.42
1119	2027-08-24	火曜日	0.62
1120	2027-08-25	水曜日	0.25
1121	2027-08-26	木曜日	0.27
1122	2027-08-27	金曜日	0.75
1123	2027-08-28	土曜日	0.47
1124	2027-08-29	日曜日	0.41
1125	2027-08-30	月曜日	0.30
1126	2027-08-31	火曜日	0.46
1127	2027-09-01	水曜日	0.66
1128	2027-09-02	木曜日	0.43
1129	2027-09-03	金曜日	0.39
1130	2027-09-04	土曜日	0.62
1131	2027-09-05	日曜日	0.74
1132	2027-09-06	月曜日	0.49
1133	2027-09-07	火曜日	0.42
1134	2027-09-08	水曜日	0.33
1135	2027-09-09	木曜日	0.64
1136	2027-09-10	金曜日	0.53
1137	2027-09-11	土曜日	0.37
1138	2027-09-12	日曜日	0.55
1139	2027-09-13	月曜日	0.34
1140	2027-09-14	火曜日	0.68
1141	2027-09-15	水曜日	0.30
1142	2027-09-16	木曜日	0.34
1143	2027-09-17	金曜日	0.60
1144	2027-09-18	土曜日	0.31
1145	2027-09-19	日曜日	0.53
1146	2027-09-20	月曜日	0.28
1147	2027-09-21	火曜日	0.41
1148	2027-09-22	水曜日	0.38
1149	2027-09-23	木曜日	0.52
1150	2027-09-24	金曜日	0.59
1151	2027-09-25	土曜日	0.50
1152	2027-09-26	日曜日	0.39
1153	2027-09-27	月曜日	0.43
1154	2027-09-28	火曜日	0.63
1155	2027-09-29	水曜日	0.49
1156	2027-09-30	木曜日	0.33
1157	2027-10-01	金曜日	0.56
1158	2027-10-02	土曜日	0.75
1159	2027-10-03	日曜日	0.58
1160	2027-10-04	月曜日	0.60
1161	2027-10-05	火曜日	0.47
1162	2027-10-06	水曜日	0.35
1163	2027-10-07	木曜日	0.64
1164	2027-10-08	金曜日	0.70
1165	2027-10-09	土曜日	0.61
1166	2027-10-10	日曜日	0.55
1167	2027-10-11	月曜日	0.39
1168	2027-10-12	火曜日	0.59
1169	2027-10-13	水曜日	0.27
1170	2027-10-14	木曜日	0.50
1171	2027-10-15	金曜日	0.29
1172	2027-10-16	土曜日	0.57
1173	2027-10-17	日曜日	0.31
1174	2027-10-18	月曜日	0.38
1175	2027-10-19	火曜日	0.43
1176	2027-10-20	水曜日	0.58
1177	2027-10-21	木曜日	0.63
1178	2027-10-22	金曜日	0.68
1179	2027-10-23	土曜日	0.45
1180	2027-10-24	日曜日	0.57
1181	2027-10-25	月曜日	0.76
1182	2027-10-26	火曜日	0.25
1183	2027-10-27	水曜日	0.29
1184	2027-10-28	木曜日	0.70
1185	2027-10-29	金曜日	0.34
1186	2027-10-30	土曜日	0.52
1187	2027-10-31	日曜日	0.26
1188	2027-11-01	月曜日	0.62
1189	2027-11-02	火曜日	0.56
1190	2027-11-03	水曜日	0.75
1191	2027-11-04	木曜日	0.69
1192	2027-11-05	金曜日	0.62
1193	2027-11-06	土曜日	0.25
1194	2027-11-07	日曜日	0.55
1195	2027-11-08	月曜日	0.31
1196	2027-11-09	火曜日	0.41
1197	2027-11-10	水曜日	0.75
1198	2027-11-11	木曜日	0.25
1199	2027-11-12	金曜日	0.53
1200	2027-11-13	土曜日	0.38
1201	2027-11-14	日曜日	0.35
1202	2027-11-15	月曜日	0.49
1203	2027-11-16	火曜日	0.69
1204	2027-11-17	水曜日	0.26
1205	2027-11-18	木曜日	0.30
1206	2027-11-19	金曜日	0.56
1207	2027-11-20	土曜日	0.74
1208	2027-11-21	日曜日	0.43
1209	2027-11-22	月曜日	0.74
1210	2027-11-23	火曜日	0.58
1211	2027-11-24	水曜日	0.39
1212	2027-11-25	木曜日	0.37
1213	2027-11-26	金曜日	0.50
1214	2027-11-27	土曜日	0.26
1215	2027-11-28	日曜日	0.54
1216	2027-11-29	月曜日	0.48
1217	2027-11-30	火曜日	0.68
1218	2027-12-01	水曜日	0.59
1219	2027-12-02	木曜日	0.59
1220	2027-12-03	金曜日	0.67
1221	2027-12-04	土曜日	0.74
1222	2027-12-05	日曜日	0.69
1223	2027-12-06	月曜日	0.35
1224	2027-12-07	火曜日	0.68
1225	2027-12-08	水曜日	0.28
1226	2027-12-09	木曜日	0.31
1227	2027-12-10	金曜日	0.62
1228	2027-12-11	土曜日	0.50
1229	2027-12-12	日曜日	0.49
1230	2027-12-13	月曜日	0.70
1231	2027-12-14	火曜日	0.60
1232	2027-12-15	水曜日	0.27
1233	2027-12-16	木曜日	0.40
1234	2027-12-17	金曜日	0.68
1235	2027-12-18	土曜日	0.29
1236	2027-12-19	日曜日	0.75
1237	2027-12-20	月曜日	0.39
1238	2027-12-21	火曜日	0.67
1239	2027-12-22	水曜日	0.48
1240	2027-12-23	木曜日	0.60
1241	2027-12-24	金曜日	0.49
1242	2027-12-25	土曜日	0.67
1243	2027-12-26	日曜日	0.26
1244	2027-12-27	月曜日	0.71
1245	2027-12-28	火曜日	0.66
1246	2027-12-29	水曜日	0.32
1247	2027-12-30	木曜日	0.50
1248	2027-12-31	金曜日	0.34
1249	2028-01-01	土曜日	0.53
1250	2028-01-02	日曜日	0.55
1251	2028-01-03	月曜日	0.74
1252	2028-01-04	火曜日	0.55
1253	2028-01-05	水曜日	0.53
1254	2028-01-06	木曜日	0.27
1255	2028-01-07	金曜日	0.67
1256	2028-01-08	土曜日	0.61
1257	2028-01-09	日曜日	0.65
1258	2028-01-10	月曜日	0.35
1259	2028-01-11	火曜日	0.44
1260	2028-01-12	水曜日	0.61
1261	2028-01-13	木曜日	0.60
1262	2028-01-14	金曜日	0.43
1263	2028-01-15	土曜日	0.45
1264	2028-01-16	日曜日	0.57
1265	2028-01-17	月曜日	0.53
1266	2028-01-18	火曜日	0.49
1267	2028-01-19	水曜日	0.65
1268	2028-01-20	木曜日	0.65
1269	2028-01-21	金曜日	0.50
1270	2028-01-22	土曜日	0.71
1271	2028-01-23	日曜日	0.61
1272	2028-01-24	月曜日	0.42
1273	2028-01-25	火曜日	0.75
1274	2028-01-26	水曜日	0.38
1275	2028-01-27	木曜日	0.39
1276	2028-01-28	金曜日	0.25
1277	2028-01-29	土曜日	0.70
1278	2028-01-30	日曜日	0.62
1279	2028-01-31	月曜日	0.47
1280	2028-02-01	火曜日	0.40
1281	2028-02-02	水曜日	0.67
1282	2028-02-03	木曜日	0.54
1283	2028-02-04	金曜日	0.43
1284	2028-02-05	土曜日	0.70
1285	2028-02-06	日曜日	0.39
1286	2028-02-07	月曜日	0.26
1287	2028-02-08	火曜日	0.74
1288	2028-02-09	水曜日	0.64
1289	2028-02-10	木曜日	0.26
1290	2028-02-11	金曜日	0.62
1291	2028-02-12	土曜日	0.31
1292	2028-02-13	日曜日	0.65
1293	2028-02-14	月曜日	0.55
1294	2028-02-15	火曜日	0.63
1295	2028-02-16	水曜日	0.32
1296	2028-02-17	木曜日	0.33
1297	2028-02-18	金曜日	0.25
1298	2028-02-19	土曜日	0.72
1299	2028-02-20	日曜日	0.62
1300	2028-02-21	月曜日	0.44
1301	2028-02-22	火曜日	0.67
1302	2028-02-23	水曜日	0.34
1303	2028-02-24	木曜日	0.42
1304	2028-02-25	金曜日	0.67
1305	2028-02-26	土曜日	0.61
1306	2028-02-27	日曜日	0.29
1307	2028-02-28	月曜日	0.51
1308	2028-02-29	火曜日	0.63
1309	2028-03-01	水曜日	0.41
1310	2028-03-02	木曜日	0.33
1311	2028-03-03	金曜日	0.27
1312	2028-03-04	土曜日	0.41
1313	2028-03-05	日曜日	0.63
1314	2028-03-06	月曜日	0.67
1315	2028-03-07	火曜日	0.58
1316	2028-03-08	水曜日	0.71
1317	2028-03-09	木曜日	0.31
1318	2028-03-10	金曜日	0.71
1319	2028-03-11	土曜日	0.31
1320	2028-03-12	日曜日	0.58
1321	2028-03-13	月曜日	0.55
1322	2028-03-14	火曜日	0.43
1323	2028-03-15	水曜日	0.74
1324	2028-03-16	木曜日	0.28
1325	2028-03-17	金曜日	0.32
1326	2028-03-18	土曜日	0.43
1327	2028-03-19	日曜日	0.61
1328	2028-03-20	月曜日	0.48
1329	2028-03-21	火曜日	0.44
1330	2028-03-22	水曜日	0.59
1331	2028-03-23	木曜日	0.50
1332	2028-03-24	金曜日	0.76
1333	2028-03-25	土曜日	0.56
1334	2028-03-26	日曜日	0.62
1335	2028-03-27	月曜日	0.38
1336	2028-03-28	火曜日	0.64
1337	2028-03-29	水曜日	0.69
1338	2028-03-30	木曜日	0.38
1339	2028-03-31	金曜日	0.44
1340	2028-04-01	土曜日	0.70
1341	2028-04-02	日曜日	0.34
1342	2028-04-03	月曜日	0.75
1343	2028-04-04	火曜日	0.58
1344	2028-04-05	水曜日	0.62
1345	2028-04-06	木曜日	0.33
1346	2028-04-07	金曜日	0.57
1347	2028-04-08	土曜日	0.74
1348	2028-04-09	日曜日	0.43
1349	2028-04-10	月曜日	0.76
1350	2028-04-11	火曜日	0.49
1351	2028-04-12	水曜日	0.51
1352	2028-04-13	木曜日	0.46
1353	2028-04-14	金曜日	0.25
1354	2028-04-15	土曜日	0.61
1355	2028-04-16	日曜日	0.29
1356	2028-04-17	月曜日	0.36
1357	2028-04-18	火曜日	0.43
1358	2028-04-19	水曜日	0.33
1359	2028-04-20	木曜日	0.31
1360	2028-04-21	金曜日	0.65
1361	2028-04-22	土曜日	0.65
1362	2028-04-23	日曜日	0.76
1363	2028-04-24	月曜日	0.30
1364	2028-04-25	火曜日	0.62
1365	2028-04-26	水曜日	0.27
1366	2028-04-27	木曜日	0.56
1367	2028-04-28	金曜日	0.33
1368	2028-04-29	土曜日	0.73
1369	2028-04-30	日曜日	0.70
1370	2028-05-01	月曜日	0.43
1371	2028-05-02	火曜日	0.41
1372	2028-05-03	水曜日	0.72
1373	2028-05-04	木曜日	0.74
1374	2028-05-05	金曜日	0.72
1375	2028-05-06	土曜日	0.55
1376	2028-05-07	日曜日	0.67
1377	2028-05-08	月曜日	0.50
1378	2028-05-09	火曜日	0.51
1379	2028-05-10	水曜日	0.54
1380	2028-05-11	木曜日	0.46
1381	2028-05-12	金曜日	0.55
1382	2028-05-13	土曜日	0.38
1383	2028-05-14	日曜日	0.72
1384	2028-05-15	月曜日	0.35
1385	2028-05-16	火曜日	0.49
1386	2028-05-17	水曜日	0.51
1387	2028-05-18	木曜日	0.67
1388	2028-05-19	金曜日	0.26
1389	2028-05-20	土曜日	0.40
1390	2028-05-21	日曜日	0.70
1391	2028-05-22	月曜日	0.61
1392	2028-05-23	火曜日	0.59
1393	2028-05-24	水曜日	0.42
1394	2028-05-25	木曜日	0.56
1395	2028-05-26	金曜日	0.51
1396	2028-05-27	土曜日	0.38
1397	2028-05-28	日曜日	0.29
1398	2028-05-29	月曜日	0.40
1399	2028-05-30	火曜日	0.58
1400	2028-05-31	水曜日	0.52
